full name,code,Sector_main,sector,52w,ROE,P/E,EPS,DPS,DY,PTBV,RPS,PSR,Market_Cap,RSI,Stochastic
LEADER STEEL HOLDINGS BERHAD,9881, Main Market,Industrial Products & Services ,0.250 - 0.480,3.4,7,3.81,0.0,0.0,0.24,221.84,0.0,34.6M,Neutral 47.8,Oversold 20.0
SPRING GALLERY BERHAD,7165, Main Market,Industrial Products & Services ,0.655 - 0.880,-7.3,-22,-3.65,0.0,0.0,1.6,4.69,17.0,158.9M,Neutral 57.6,Overbought 100.0
PERMAJU INDUSTRIES BERHAD,7080, Main Market,Consumer Products & Services ,0.195 - 0.450,-2.99,-20,-2.06,0.0,0.0,0.6,41.79,1.0,81.3M,Neutral 59.5,Neutral 66.7
METRONIC GLOBAL BERHAD,0043, Main Market,Industrial Products & Services ,0.020 - 0.115,-12.42,-3,-2.46,0.0,0.0,0.38,7.3,1.0,24.1M,Neutral 32.8,Neutral 22.2
PASUKHAS GROUP BERHAD,0177, Ace Market,Industrial Products & Services ,0.045 - 0.140,-9.8,-5,-0.97,0.0,0.0,0.51,11.72,0.0,40.6M,Neutral 35.9,Oversold 20.0
WILLOWGLEN MSC BERHAD,0008, Main Market,Technology ,0.415 - 1.320,7.07,20,2.24,0.0,0.0,1.4,27.15,2.0,220.7M,Neutral 40.8,Oversold 0.0
,03005, Leap Market,Health Care ,0.305 - 0.540,27.94,24,2.21,0.5,0.0093,6.83,10.23,5.0,108.4M,Overbought 74.8,Overbought 100.0
PARAMOUNT CORPORATION BERHAD,1724, Main Market,Property ,1.770 - 2.260,8.83,10,22.16,2.5,0.0118,0.84,211.99,1.0,907.9M,Neutral 47.8,Neutral 42.9
SEALINK INTERNATIONAL BERHAD,5145, Main Market,Transportation & Logistics ,0.090 - 0.190,-5.34,-4,-3.95,0.0,0.0,0.19,14.33,1.0,70.0M,Neutral 60.8,Overbought 83.3
EWEIN BERHAD,7249, Main Market,Property ,0.305 - 0.885,18.33,4,13.93,0.0,0.0,0.81,67.72,1.0,185.5M,Neutral 46.7,Oversold 16.7
SARAWAK CABLE BERHAD,5170, Main Market,Industrial Products & Services ,0.205 - 0.650,-0.16,-3,-12.35,0.0,0.0,0.0,249.23,0.0,115.7M,Overbought 73.8,Overbought 80.0
TENAGA NASIONAL BHD,5347, Main Market,Utilities ,12.520 - 16.340,6.44,19,65.48,30.27,0.0238,1.25,886.12,1.0,"72,223.5M",Neutral 32.9,Oversold 8.2
YOONG ONN CORPORATION BERHAD,5159, Main Market,Consumer Products & Services ,0.950 - 1.310,12.6,7,17.64,4.0,0.0339,0.84,136.97,1.0,188.8M,Neutral 65.8,Neutral 68.4
DRB-HICOM BERHAD,1619, Main Market,Consumer Products & Services ,1.600 - 2.580,-0.23,-236,-0.79,3.0,0.0161,0.55,624.46,0.0,"3,595.8M",Neutral 56.7,Neutral 53.3
PLS PLANTATIONS BERHAD,9695, Main Market,Plantation ,0.650 - 1.120,-5.84,-29,-3.29,0.0,0.0,1.69,19.6,5.0,310.4M,Neutral 52.5,Neutral 74.1
SYCAL VENTURES BERHAD,9717, Main Market,Construction ,0.210 - 0.295,1.01,34,0.66,0.0,0.0,0.34,14.07,2.0,93.7M,Neutral 47.2,Neutral 33.3
LEWEKO RESOURCES BERHAD,8745, Main Market,Industrial Products & Services ,0.100 - 0.285,-3.78,-14,-1.02,0.0,0.0,0.54,8.78,2.0,46.7M,Neutral 50.1,Neutral 25.0
KECK SENG (MALAYSIA) BERHAD,3476, Main Market,Industrial Products & Services ,3.700 - 5.000,1.78,42,11.17,4.0,0.0085,0.75,267.59,2.0,"1,706.2M",Neutral 56.0,Oversold 20.0
MALAYSIA AIRPORTS HOLDINGS BERHAD,5014, Main Market,Transportation & Logistics ,7.260 - 9.980,7.96,18,43.83,5.0,0.0065,1.41,292.41,3.0,"12,858.7M",Neutral 35.5,Oversold 8.5
CAM RESOURCES BERHAD,7128, Main Market,Consumer Products & Services ,0.220 - 0.355,2.19,20,1.27,0.0,0.0,0.43,107.37,0.0,49.2M,Neutral 51.1,Neutral 33.3
IQ GROUP HOLDINGS BERHAD,5107, Main Market,Consumer Products & Services ,1.100 - 2.070,-0.84,-90,-1.35,5.0,0.0413,0.75,166.77,1.0,106.5M,Neutral 43.5,Oversold 0.0
PWF CONSOLIDATED BERHAD,7134, Main Market,Consumer Products & Services ,0.700 - 0.950,4.51,11,7.93,3.0,0.0353,0.48,202.17,0.0,147.9M,Neutral 54.3,Neutral 44.0
,nan,Equity - ETF,ETF,1.450 - 1.700,-7.4,-15,-10.88,0.0,0.0,1.08,-14.75,-11.0,11.3M,Neutral 55.0,Overbought 98.8
XIN HWA HOLDINGS BERHAD,5267, Main Market,Transportation & Logistics ,0.620 - 1.160,3.52,36,2.43,0.0,0.0,1.27,54.19,2.0,189.0M,Neutral 61.3,Neutral 60.7
BONIA CORPORATION BERHAD,9288, Main Market,Consumer Products & Services ,0.205 - 0.515,4.37,13,2.01,0.0,0.0,0.57,55.35,0.0,209.6M,Neutral 57.6,Neutral 75.0
EP MANUFACTURING BHD,7773, Main Market,Industrial Products & Services ,0.365 - 0.485,-4.1,-6,-7.17,0.0,0.0,0.23,284.77,0.0,66.4M,Neutral 46.9,Neutral 63.6
YBS INTERNATIONAL BERHAD,0025, Ace Market,Industrial Products & Services ,0.125 - 0.195,5.21,11,1.25,0.0,0.0,0.58,29.64,0.0,33.9M,Neutral 44.0,Neutral 25.0
GFM SERVICES BERHAD,0039, Ace Market,Industrial Products & Services ,0.365 - 0.605,8.59,31,1.62,0.0,0.0,2.62,26.14,2.0,233.1M,Neutral 50.1,Neutral 42.1
EASTLAND EQUITY BHD,2097, Main Market,Consumer Products & Services ,0.095 - 0.275,-5.06,-3,-3.59,0.0,0.0,0.14,8.67,1.0,24.6M,Neutral 43.0,Oversold 0.0
TURIYA BERHAD,4359, Main Market,Technology ,0.105 - 0.185,2.06,12,1.09,0.0,0.0,0.25,8.86,1.0,29.7M,Neutral 47.3,Oversold 18.2
AT SYSTEMATIZATION BERHAD,0072, Ace Market,Industrial Products & Services ,0.045 - 0.095,-10.26,-3,-1.59,0.0,0.0,0.29,4.78,1.0,20.9M,Neutral 37.3,Oversold 0.0
BINA DARULAMAN BERHAD,6173, Main Market,Property ,0.285 - 0.630,-9.19,-3,-13.88,0.0,0.0,0.23,66.94,1.0,106.3M,Neutral 52.7,Neutral 30.8
INDUSTRONICS BERHAD,9393, Main Market,Technology ,0.070 - 0.185,-7.14,0,-1615.64,0.0,0.0,0.71,12145.53,0.0,10.3M,Neutral 51.6,Neutral 66.7
BARAKAH OFFSHORE PETROLEUM BERHAD,7251, Main Market,Energy ,0.040 - 0.290,-44.88,-1,-7.37,0.0,0.0,0.67,29.1,0.0,91.9M,Neutral 54.8,Neutral 60.0
KLUANG RUBBER COMPANY (MALAYA) BERHAD,2453, Main Market,Plantation ,3.510 - 4.550,-1.18,-30,-12.18,1.0,0.0028,0.35,39.44,9.0,227.4M,Neutral 49.7,Neutral 64.3
KUCHAI DEVELOPMENT BERHAD,2186, Main Market,Financial Services ,1.570 - 2.660,3.37,13,13.02,5.0,0.0307,0.42,6.26,26.0,201.7M,Neutral 46.6,Neutral 66.7
SUNGEI BAGAN RUBBER COMPANY (MALAYA) BERHAD,2569, Main Market,Plantation ,2.970 - 3.600,-1.27,-27,-11.27,6.0,0.02,0.34,19.82,15.0,199.0M,Neutral 47.8,Overbought 100.0
GUH HOLDINGS BERHAD,3247, Main Market,Industrial Products & Services ,0.420 - 0.700,-0.53,-53,-0.96,0.0,0.0,0.28,125.7,0.0,141.7M,Neutral 54.2,Neutral 61.5
,nan,Equity - ETF,ETF,1.735 - 2.100,1.94,53,3.52,6.8,0.0364,1.03,7.22,26.0,5.0M,Neutral 69.7,Overbought 100.0
EMICO HOLDINGS BERHAD,9091, Main Market,Consumer Products & Services ,0.150 - 0.240,-2.5,-16,-1.1,0.0,0.0,0.39,55.47,0.0,17.2M,Neutral 47.1,Neutral 30.0
MMAG HOLDINGS BERHAD,0034, Ace Market,Technology ,0.160 - 0.310,-18.66,-7,-3.36,0.0,0.0,1.25,8.86,3.0,153.5M,Neutral 45.6,Oversold 14.3
THRIVEN GLOBAL BERHAD,7889, Main Market,Property ,0.175 - 0.650,11.44,5,4.0,0.0,0.0,0.62,46.49,0.0,110.6M,Neutral 50.5,Neutral 33.3
AVILLION BERHAD,8885, Main Market,Consumer Products & Services ,0.200 - 0.425,-5.74,-14,-1.79,0.0,0.0,0.79,13.71,2.0,210.3M,Neutral 52.0,Neutral 50.0
GOLDEN PHAROS BERHAD,5649, Main Market,Industrial Products & Services ,0.170 - 0.325,0.68,54,0.38,0.0,0.0,0.37,54.59,0.0,27.8M,Neutral 52.9,Neutral 50.0
HO WAH GENTING BERHAD,9601, Main Market,Industrial Products & Services ,0.090 - 0.205,-119.9,-1,-10.18,0.0,0.0,1.24,49.2,0.0,34.1M,Neutral 51.9,Neutral 66.7
VSOLAR GROUP BERHAD,0066, Ace Market,Technology ,0.085 - 0.240,-10.51,-46,-0.45,0.0,0.0,4.79,0.66,31.0,79.1M,Neutral 69.7,Neutral 50.0
PLASTRADE TECHNOLOGY BERHAD,0038, Ace Market,Industrial Products & Services ,0.120 - 0.275,-0.16,-6,-2.72,0.0,0.0,0.01,25.39,1.0,28.0M,Neutral 52.5,Neutral 71.4
SUNZEN BIOTECH BERHAD,0148, Ace Market,Consumer Products & Services ,0.130 - 0.280,-6.55,-13,-1.31,0.0,0.0,0.85,57.08,0.0,89.5M,Neutral 48.0,Neutral 33.3
SHANGRI-LA HOTELS (MALAYSIA) BERHAD,5517, Main Market,Consumer Products & Services ,4.750 - 6.500,6.63,35,16.04,15.0,0.0265,2.34,125.19,5.0,"2,494.8M",Neutral 51.3,Neutral 68.8
MIKRO MSC BERHAD,0112, Ace Market,Technology ,0.190 - 0.375,6.33,30,0.87,0.48,0.0185,1.89,10.26,3.0,112.0M,Neutral 61.9,Neutral 70.0
CHOO BEE METAL INDUSTRIES BHD,5797, Main Market,Industrial Products & Services ,1.410 - 2.590,6.38,6,24.57,4.96,0.0312,0.41,379.87,0.0,209.4M,Neutral 45.8,Neutral 25.0
SHIN YANG SHIPPING CORPORATION BERHAD,5173, Main Market,Transportation & Logistics ,0.210 - 0.405,0.54,58,0.53,0.0,0.0,0.31,57.29,1.0,372.0M,Neutral 60.0,Neutral 75.0
PRINSIPTEK CORPORATION BERHAD,7145, Main Market,Construction ,0.095 - 0.165,0.82,27,0.46,0.0,0.0,0.22,13.22,1.0,43.6M,Neutral 46.9,Neutral 25.0
BTM RESOURCES BERHAD,7188, Main Market,Industrial Products & Services ,0.070 - 0.190,-8.5,-7,-1.7,0.0,0.0,0.6,11.05,1.0,17.0M,Neutral 51.5,Neutral 54.5
BORNEO OIL BERHAD,7036, Main Market,Industrial Products & Services ,0.040 - 0.090,-0.06,-437,-0.01,0.0,0.0,0.29,1.72,3.0,240.3M,Neutral 52.6,Overbought 100.0
HLT GLOBAL BERHAD,0188, Ace Market,Industrial Products & Services ,0.125 - 0.280,-35.64,-3,-4.99,0.0,0.0,0.96,25.31,1.0,69.1M,Neutral 39.6,Neutral 25.0
SARAWAK OIL PALMS BERHAD,5126, Main Market,Plantation ,1.960 - 3.750,2.86,24,10.74,0.0,0.0,0.69,618.86,0.0,"1,484.3M",Neutral 50.4,Neutral 21.9
SCOPE INDUSTRIES BERHAD,0028, Ace Market,Industrial Products & Services ,0.115 - 0.195,-1.06,-77,-0.22,0.5,0.0294,0.82,3.12,5.0,95.3M,Neutral 63.4,Neutral 75.0
ROHAS TECNIC BERHAD,9741, Main Market,Industrial Products & Services ,0.540 - 1.450,4.67,17,3.41,1.5,0.0265,0.77,85.09,1.0,267.1M,Neutral 37.6,Oversold 18.5
CME GROUP BERHAD,7018, Main Market,Industrial Products & Services ,0.035 - 0.064,-19.57,-2,-2.11,0.0,0.0,0.37,4.15,1.0,23.4M,Neutral 54.6,Overbought 100.0
ACOUSTECH BERHAD,7120, Main Market,Consumer Products & Services ,0.300 - 0.490,-7.46,-12,-3.88,0.0,0.0,0.88,18.71,2.0,88.5M,Neutral 63.5,Neutral 76.9
SECUREMETRIC BERHAD,0203, Ace Market,Technology ,0.370 - 0.560,5.47,64,0.82,0.0,0.0,3.47,8.66,6.0,126.7M,Neutral 58.4,Overbought 81.3
CENSOF HOLDINGS BERHAD,5195, Main Market,Technology ,0.120 - 0.235,-8.21,-7,-2.15,0.0,0.0,0.57,15.82,1.0,75.3M,Neutral 50.2,Neutral 40.0
IRE-TEX CORPORATION BERHAD,7183, Main Market,Industrial Products & Services ,0.100 - 0.290,-4.38,-11,-1.14,0.0,0.0,0.48,8.61,1.0,18.3M,Neutral 46.0,Neutral 33.3
MQ TECHNOLOGY BERHAD,0070, Ace Market,Technology ,0.025 - 0.070,-11.0,-3,-0.88,0.0,0.0,0.31,4.12,1.0,14.9M,Neutral 32.0,Oversold 0.0
OCR GROUP BERHAD,7071, Main Market,Construction ,0.220 - 0.530,-7.8,-10,-2.27,0.0,0.0,0.81,9.97,2.0,75.6M,Neutral 37.0,Neutral 27.3
EVERGREEN FIBREBOARD BERHAD,5101, Main Market,Industrial Products & Services ,0.335 - 0.625,1.36,20,1.9,0.0,0.0,0.27,132.52,0.0,317.4M,Neutral 44.8,Neutral 46.2
PELANGI PUBLISHING GROUP BHD.,7190, Main Market,Telecommunications & Media ,0.330 - 0.525,0.82,48,0.86,0.5,0.012,0.4,65.9,1.0,41.5M,Neutral 57.2,Neutral 73.3
KIA LIM BERHAD,6211, Main Market,Industrial Products & Services ,0.200 - 0.400,-10.32,-2,-9.88,0.0,0.0,0.23,64.18,0.0,13.6M,Neutral 46.0,Oversold 14.3
EA HOLDINGS BERHAD,0154, Ace Market,Technology ,0.010 - 0.045,-2.84,-10,-0.16,0.0,0.0,0.27,0.77,2.0,76.1M,Neutral 45.9,Oversold 0.0
VIVOCOM INTL HOLDINGS BERHAD,0069, Ace Market,Technology ,0.015 - 0.085,-15.25,-1,-1.22,0.0,0.0,0.19,2.16,1.0,85.0M,Neutral 38.0,Oversold 0.0
HEKTAR REAL ESTATE INVESTMENT TRUST,5121, Main Market,Real Estate Investment Trusts ,1.090 - 1.270,5.21,16,7.17,9.01,0.0777,0.84,29.25,4.0,535.9M,Neutral 62.7,Overbought 80.0
EDUSPEC HOLDINGS BERHAD,0107, Ace Market,Technology ,0.015 - 0.180,-58.75,-1,-4.23,0.0,0.0,0.42,3.57,1.0,33.1M,Neutral 55.6,Neutral 66.7
ZECON BERHAD,7028, Main Market,Construction ,0.150 - 0.630,4.7,3,8.23,0.0,0.0,0.15,396.14,0.0,33.4M,Neutral 58.0,Neutral 58.3
GLOBAL ORIENTAL BERHAD,1147, Main Market,Property ,0.170 - 0.300,-30.01,-1,-23.11,0.0,0.0,0.24,31.02,1.0,84.1M,Neutral 49.9,Neutral 50.0
PBA HOLDINGS BHD,5041, Main Market,Utilities ,1.020 - 1.300,-14.33,-4,-30.09,1.75,0.0152,0.55,102.18,1.0,381.0M,Neutral 41.5,Neutral 36.8
INTEGRATED LOGISTICS BHD,5614, Main Market,Transportation & Logistics ,0.430 - 0.790,-49.8,-1,-50.4,0.0,0.0,0.44,12.58,4.0,87.8M,Neutral 48.7,Overbought 100.0
KONSORTIUM TRANSNASIONAL BERHAD,4847, Main Market,Consumer Products & Services ,0.050 - 0.160,-79.69,-1,-10.36,0.0,0.0,0.5,38.16,0.0,26.2M,Neutral 45.9,Neutral 33.3
ALLIANCE BANK MALAYSIA BERHAD,2488, Main Market,Financial Services ,3.760 - 4.490,9.67,12,34.8,15.3,0.037000000000000005,1.15,104.79,4.0,"6,409.2M",Neutral 46.9,Neutral 60.0
DATASONIC GROUP BERHAD,5216, Main Market,Technology ,0.295 - 1.040,16.52,16,3.13,2.5,0.0505,2.61,16.85,3.0,668.3M,Neutral 57.5,Neutral 77.8
KRONOLOGI ASIA BERHAD,0176, Ace Market,Technology ,0.430 - 0.810,10.0,15,4.1,0.0,0.0,1.49,40.89,1.0,243.3M,Neutral 40.7,Oversold 6.3
STONE MASTER CORPORATION BERHAD,7143, Main Market,Industrial Products & Services ,0.095 - 0.230,211.35,-3,-4.84,0.0,0.0,-5.9,49.21,0.0,12.1M,Neutral 55.4,Overbought 88.9
FGV HOLDINGS BERHAD,5222, Main Market,Plantation ,0.630 - 2.000,-24.26,-4,-29.6,0.0,0.0,0.95,369.15,0.0,"4,231.9M",Neutral 54.2,Neutral 26.7
MUDAJAYA GROUP BERHAD,5085, Main Market,Construction ,0.265 - 0.795,-145.44,0,-65.45,0.0,0.0,0.68,125.97,0.0,184.7M,Neutral 46.7,Neutral 35.3
SURIA CAPITAL HOLDINGS BERHAD,6521, Main Market,Transportation & Logistics ,1.370 - 1.850,4.91,9,15.31,2.92,0.0206,0.46,115.82,1.0,491.1M,Neutral 46.8,Neutral 38.5
CIMB GROUP HOLDINGS BERHAD,1023, Main Market,Financial Services ,5.210 - 7.360,10.87,9,58.38,13.0,0.0241,1.0,181.74,3.0,"51,552.4M",Oversold 26.6,Oversold 2.0
MINHO (M) BERHAD,5576, Main Market,Industrial Products & Services ,0.250 - 0.660,3.16,8,3.48,0.0,0.0,0.27,78.98,0.0,100.5M,Neutral 50.7,Neutral 40.0
SIME DARBY PLANTATION BERHAD,5285, Main Market,Plantation ,3.950 - 5.800,3.94,67,7.6,15.7,0.0308,2.64,192.98,3.0,"35,111.3M",Neutral 47.3,Neutral 29.0
KIMLUN CORPORATION BERHAD,5171, Main Market,Construction ,1.000 - 2.200,9.2,7,18.42,5.5,0.0444,0.62,304.91,0.0,411.5M,Neutral 54.7,Neutral 57.1
REV ASIA BERHAD,0173, Ace Market,Telecommunications & Media ,0.160 - 0.435,-9.2,-43,-0.46,0.0,0.0,4.0,0.0,,26.9M,Neutral 41.4,Oversold 0.0
ABLEGROUP BERHAD,7086, Main Market,Industrial Products & Services ,0.070 - 0.135,-2.18,-20,-0.37,0.0,0.0,0.44,1.5,5.0,19.8M,Neutral 51.0,Neutral 50.0
TIGER SYNERGY BERHAD,7079, Main Market,Property ,0.020 - 0.120,-1.16,-26,-0.29,0.0,0.0,0.3,1.21,6.0,86.7M,Neutral 38.7,Oversold 0.0
ORION IXL BERHAD,0079, Ace Market,Technology ,0.040 - 0.185,1.41,80,0.21,0.0,0.0,1.11,1.82,9.0,98.8M,Neutral 52.5,Neutral 33.3
KUMPULAN JETSON BERHAD,9083, Main Market,Industrial Products & Services ,0.165 - 0.255,-9.94,-4,-4.42,0.0,0.0,0.42,90.26,0.0,39.1M,Neutral 48.1,Neutral 60.0
KERJAYA PROSPEK GROUP BERHAD,7161, Main Market,Construction ,0.990 - 1.760,14.1,11,11.14,1.5,0.0117,1.62,86.05,1.0,"1,589.7M",Neutral 52.6,Neutral 37.5
NEGRI SEMBILAN OIL PALMS BERHAD,2038, Main Market,Plantation ,3.110 - 3.800,3.07,14,24.01,8.0,0.0245,0.42,88.58,4.0,229.6M,Neutral 48.7,Neutral 35.0
ICON OFFSHORE BERHAD,5255, Main Market,Energy ,0.060 - 0.240,-663.77,0,-37.37,0.0,0.0,1.51,16.97,1.0,100.1M,Neutral 46.4,Neutral 37.5
ORIENTAL HOLDINGS BERHAD,4006, Main Market,Consumer Products & Services ,5.820 - 6.880,7.64,8,80.74,6.0,0.0088,0.64,1029.96,1.0,"4,206.3M",Neutral 60.2,Neutral 64.3
UMW HOLDINGS BERHAD,4588, Main Market,Consumer Products & Services ,4.200 - 6.950,10.27,19,29.24,5.0,0.0089,1.98,967.76,1.0,"6,589.2M",Neutral 36.6,Oversold 10.3
THONG GUAN INDUSTRIES BERHAD,7034, Main Market,Industrial Products & Services ,2.070 - 3.080,9.13,8,33.25,0.0,0.0,0.73,631.51,0.0,361.6M,Overbought 70.9,Overbought 84.6
MALAYAN FLOUR MILLS BERHAD,3662, Main Market,Consumer Products & Services ,0.465 - 1.850,2.17,38,1.87,1.73,0.0242,0.83,254.71,0.0,680.4M,Neutral 67.8,Overbought 82.5
CJ CENTURY LOGISTICS HOLDINGS BERHAD,7117, Main Market,Transportation & Logistics ,0.385 - 0.800,2.99,18,2.48,0.75,0.0167,0.54,101.72,0.0,177.4M,Neutral 44.6,Neutral 28.0
GENTING BERHAD,3182, Main Market,Consumer Products & Services ,5.910 - 9.090,3.96,20,35.22,15.5,0.022000000000000002,0.79,537.88,1.0,"27,332.1M",Neutral 47.3,Oversold 0.0
GAGASAN NADI CERGAS BERHAD,0206, Ace Market,Construction ,0.235 - 0.400,6.53,7,4.05,0.0,0.0,0.43,23.7,1.0,199.5M,Neutral 48.3,Neutral 40.0
MUDA HOLDINGS BERHAD,3883, Main Market,Industrial Products & Services ,1.500 - 2.950,7.59,7,25.42,0.0,0.0,0.56,506.23,0.0,570.4M,Neutral 41.1,Oversold 8.1
WTK HOLDINGS BERHAD,4243, Main Market,Industrial Products & Services ,0.415 - 0.770,7.26,3,16.85,1.0,0.0171,0.25,170.8,0.0,281.6M,Overbought 76.8,Neutral 79.2
SIME DARBY PROPERTY BERHAD,5288, Main Market,Property ,0.905 - 1.510,-2.6,-30,-3.51,4.0,0.0381,0.78,35.84,3.0,"7,140.9M",Neutral 44.7,Neutral 30.4
SARAWAK CONSOLIDATED INDUSTRIES BERHAD,9237, Main Market,Industrial Products & Services ,0.300 - 0.810,-19.54,-4,-11.14,0.0,0.0,0.88,88.26,1.0,42.9M,Neutral 53.4,Neutral 64.7
MITRAJAYA HOLDINGS BERHAD,9571, Main Market,Construction ,0.225 - 0.870,5.23,8,4.97,1.54,0.0405,0.4,93.56,0.0,340.5M,Neutral 69.2,Overbought 93.3
AEON CO. (M) BHD,6599, Main Market,Consumer Products & Services ,1.390 - 2.650,5.2,21,7.49,0.0,0.0,1.11,310.09,1.0,"2,246.4M",Neutral 57.0,Neutral 50.0
PDZ HOLDINGS BHD,6254, Main Market,Transportation & Logistics ,0.025 - 0.075,-23.9,-2,-1.77,0.0,0.0,0.54,0.73,5.0,27.3M,Neutral 56.8,Overbought 100.0
SOUTH MALAYSIA INDUSTRIES BERHAD,4375, Main Market,Property ,0.135 - 0.240,2.43,8,2.04,0.0,0.0,0.2,33.58,0.0,34.6M,Neutral 51.0,Neutral 40.0
MELEWAR INDUSTRIAL GROUP BERHAD,3778, Main Market,Industrial Products & Services ,0.090 - 0.225,-3.86,-5,-2.61,0.0,0.0,0.19,225.93,0.0,46.7M,Neutral 53.9,Neutral 60.0
POS MALAYSIA BERHAD,4634, Main Market,Transportation & Logistics ,1.550 - 4.470,0.24,337,0.56,8.0,0.0421,0.8,308.33,1.0,"1,487.3M",Neutral 44.4,Oversold 5.3
VELESTO ENERGY BERHAD,5243, Main Market,Energy ,0.165 - 0.335,-0.65,-122,-0.22,0.0,0.0,0.78,6.98,4.0,"2,177.1M",Neutral 63.5,Neutral 70.0
LAND & GENERAL BERHAD,3174, Main Market,Property ,0.130 - 0.205,2.98,14,1.08,1.47,0.098,0.41,3.63,4.0,446.0M,Neutral 47.3,Neutral 33.3
GENTING MALAYSIA BERHAD,4715, Main Market,Consumer Products & Services ,2.760 - 5.420,-0.1,-1043,-0.33,14.0,0.0407,1.07,167.19,2.0,"20,426.9M",Neutral 56.6,Neutral 38.9
HENGYUAN REFINING COMPANY BERHAD,4324, Main Market,Energy ,4.510 - 10.140,1.53,60,10.28,0.0,0.0,0.91,3747.08,0.0,"1,848.0M",Overbought 71.5,Neutral 75.4
BINASAT COMMUNICATIONS BERHAD,0195, Ace Market,Telecommunications & Media ,0.355 - 0.525,13.07,11,3.66,0.5,0.0125,1.43,24.12,2.0,104.0M,Neutral 48.2,Oversold 14.3
EURO HOLDINGS BERHAD,7208, Main Market,Consumer Products & Services ,0.125 - 0.365,-5.64,-9,-1.58,0.0,0.0,0.48,37.42,0.0,36.1M,Neutral 41.5,Neutral 25.0
PRESTAR RESOURCES BERHAD,9873, Main Market,Industrial Products & Services ,0.500 - 0.995,4.28,12,6.16,1.0,0.013999999999999999,0.5,347.25,0.0,146.5M,Overbought 70.7,Overbought 96.7
SENTORIA GROUP BERHAD,5213, Main Market,Property ,0.345 - 0.670,3.95,11,3.72,0.0,0.0,0.44,49.16,1.0,232.6M,Neutral 48.8,Neutral 37.5
UNIMECH GROUP BERHAD,7091, Main Market,Industrial Products & Services ,0.900 - 1.100,7.21,9,11.84,1.5,0.0147,0.62,174.42,1.0,161.9M,Neutral 52.0,Neutral 50.0
BOUSTEAD HEAVY INDUSTRIES CORPORATION BHD,8133, Main Market,Transportation & Logistics ,1.200 - 1.960,-46.38,-3,-43.6,1.5,0.0116,1.37,68.07,2.0,320.5M,Neutral 47.8,Neutral 71.4
TH HEAVY ENGINEERING BERHAD,7206, Main Market,Energy ,0.025 - 0.090,-4.6,-24,-0.23,0.0,0.0,1.1,0.23,24.0,61.7M,Neutral 61.8,Neutral 75.0
MULPHA INTERNATIONAL BERHAD,3905, Main Market,Consumer Products & Services ,1.262 - 2.650,7.24,3,73.74,0.0,0.0,0.25,245.58,1.0,805.4M,Overbought 80.5,Overbought 82.7
BCM ALLIANCE BERHAD,0187, Ace Market,Industrial Products & Services ,0.140 - 0.250,18.0,10,1.98,0.0,0.0,1.77,21.97,1.0,82.1M,Neutral 44.0,Oversold 0.0
MAA GROUP BERHAD,1198, Main Market,Financial Services ,0.400 - 1.030,-5.18,-10,-10.04,0.0,0.0,0.52,61.73,2.0,276.3M,Overbought 88.9,Overbought 95.9
ISKANDAR WATERFRONT CITY BERHAD,1589, Main Market,Property ,0.365 - 1.440,-0.81,-89,-0.79,0.0,0.0,0.73,14.5,5.0,590.4M,Neutral 69.4,Overbought 83.1
OSK HOLDINGS BERHAD,5053, Main Market,Property ,0.835 - 1.050,7.55,6,16.52,1.98,0.0205,0.44,57.47,2.0,"2,022.0M",Neutral 53.3,Neutral 36.4
SILVER RIDGE HOLDINGS BHD,0129, Ace Market,Telecommunications & Media ,0.150 - 0.340,8.0,36,0.64,0.0,0.0,2.88,12.34,2.0,31.8M,Neutral 34.9,Oversold 9.5
IREKA CORPORATION BERHAD,8834, Main Market,Construction ,0.460 - 0.685,-8.04,-9,-6.27,2.0,0.0351,0.73,129.1,0.0,106.4M,Neutral 54.6,Neutral 52.0
TONG HERR RESOURCES BERHAD,5010, Main Market,Industrial Products & Services ,2.660 - 4.280,13.17,9,38.71,8.0,0.0222,1.22,507.17,1.0,566.7M,Neutral 35.8,Oversold 4.5
SOUTHERN ACIDS (M) BERHAD,5134, Main Market,Industrial Products & Services ,3.580 - 4.100,4.73,18,20.94,5.0,0.013000000000000001,0.87,477.88,1.0,527.2M,Neutral 60.2,Overbought 87.1
EITA RESOURCES BERHAD,5208, Main Market,Industrial Products & Services ,1.130 - 1.760,8.94,12,11.27,7.0,0.0515,1.08,188.38,1.0,176.8M,Neutral 40.4,Neutral 25.0
MALAYAN UNITED INDUSTRIES BERHAD,3891, Main Market,Consumer Products & Services ,0.145 - 0.230,-8.37,-12,-1.41,0.0,0.0,1.01,13.84,1.0,498.5M,Neutral 41.6,Oversold 20.0
LINGKARAN TRANS KOTA HOLDINGS BERHAD,6645, Main Market,Transportation & Logistics ,3.630 - 5.900,24.19,10,43.52,25.0,0.0576,2.41,98.01,4.0,"2,291.4M",Neutral 47.9,Neutral 46.9
WIDAD GROUP BERHAD,0162, Ace Market,Construction ,0.220 - 0.405,9.92,67,0.5,0.0,0.0,6.64,6.79,5.0,822.3M,Neutral 56.6,Neutral 50.0
ENGTEX GROUP BERHAD,5056, Main Market,Industrial Products & Services ,0.770 - 1.230,1.74,29,2.75,0.0,0.0,0.5,272.49,0.0,350.2M,Neutral 36.9,Oversold 19.0
